modello,dataset,fase,epoca,timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,language
resnet18,cifar100,train,6,2025-09-26T16:06:55,codecarbon,0e3a11c9-6d08-4e5a-ab85-920f78dab57e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33.973687171936035,0.0010012798878036,2.9472217211405585e-05,0.0,0.0,70.0,0.0003436718237839,0.001139526189398,0.001544396154065,0.0030275941672471,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,7,2025-09-26T16:07:41,codecarbon,fb4c9757-8cb8-4dd5-b0c1-617b55986fee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33.269852260127664,0.0009896170179435,2.9745158175214907e-05,0.0,0.0,70.0,0.0003362359816283,0.0011256714560943,0.0015304214283914,0.0029923288661141,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,8,2025-09-26T16:08:28,codecarbon,cb3b8fac-43f0-4a3f-8b49-0d7105e9427d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,35.244633671827614,0.0010250840172353,2.908482541711677e-05,0.0,0.0,70.0,0.0003564983839662,0.0011743487172566,0.001568724186809,0.0030995712880319,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,9,2025-09-26T16:09:13,codecarbon,6dcf5b60-949a-405a-8229-194ce8010a49,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.097160870209336,0.0009698116851956,3.021487442821628e-05,0.0,0.0,70.0,0.0003239220741433,0.0011011047697735,0.0015074161594746,0.0029324430033915,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,10,2025-09-26T16:09:58,codecarbon,beef7f4e-29ad-427c-9d83-3b29035b0958,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.20775569835678,0.0009722626912298,3.0187222616056483e-05,0.0,0.0,70.0,0.0003251816142063,0.0011050042173437,0.0015096683379534,0.0029398541695034,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,11,2025-09-26T16:10:43,codecarbon,dbcb598d-27e9-4006-b13d-e153ce2748b5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.326330514159054,0.0009754544087041,3.0175228465131577e-05,0.0,0.0,70.0,0.000326510797525,0.0011109314443018,0.0015120628008502,0.0029495050426771,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,12,2025-09-26T16:11:28,codecarbon,d4b45ec3-1c73-432b-9d30-8bd117af4974,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.36524941492826,0.000983236971144,3.037940349350401e-05,0.0,432.6594245205196,70.0,0.0003269041173505,0.0011332306288025,0.0015129026184414,0.0029730373645946,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,13,2025-09-26T16:12:13,codecarbon,2a4a98e4-5e46-45a0-be25-fb2dfeb7b725,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.19469450507313,0.0009788283238635,3.040340462647534e-05,0.0,0.0,70.0,0.0003249731718562,0.0011254367336874,0.0015092969258458,0.0029597068313895,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,14,2025-09-26T16:12:58,codecarbon,519f17b1-2082-44ec-90ae-9107e7759b9e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.845076512079686,0.000990743628457,3.016414433051048e-05,0.0,0.0,70.0,0.0003317795332212,0.0011420775803188,0.0015218783119796,0.0029957354255197,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,15,2025-09-26T16:13:44,codecarbon,2d079fa7-00e7-405c-9645-56522f5740d5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.64381132181734,0.0009873028243727,3.024471666741089e-05,0.0,0.0,70.0,0.0003295947852968,0.0011378478547285,0.0015178887431251,0.0029853313831505,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,16,2025-09-26T16:14:29,codecarbon,d69719cc-0255-4993-8366-8553e6442c8d,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.68660369189456,0.0009890280229171,3.025790113404896e-05,0.0,0.0,70.0,0.0003302419096341,0.0011412695241261,0.0015190364738745,0.0029905479076348,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,17,2025-09-26T16:15:14,codecarbon,00dc71ae-d2da-494b-8982-2b79cac18ca5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.64709236798808,0.0009855723631834,3.0188671997933227e-05,0.0,0.0,70.0,0.0003296126233239,0.0011325109060038,0.0015179754165518,0.0029800989458796,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,18,2025-09-26T16:15:59,codecarbon,3db20c94-73b3-48e6-8683-512950208ac4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.5932526816614,0.0009860297674588,3.025257334974789e-05,0.0,0.0,70.0,0.0003293398948026,0.001134672574409,0.001517469541017,0.0029814820102287,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,19,2025-09-26T16:16:45,codecarbon,5a8dadcd-0c93-4fc4-812f-ca737e86cdb5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33.506841429974884,0.0010024960803846,2.991914598932816e-05,0.0,0.0,70.0,0.0003384744760315,0.0011579900930485,0.0015348070290327,0.0030312715981128,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,20,2025-09-26T16:17:30,codecarbon,6f6da75c-a689-43a0-941a-e9c1af8ad3a2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,31.8198459232226,0.0009719781987647,3.054628866242932e-05,0.0,287.1552104599402,70.0,0.0003211332203652,0.0011160272817107,0.0015018334406932,0.0029389939427693,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,21,2025-09-26T16:18:15,codecarbon,6b5b1a1a-2e25-4ac8-b6d9-996bbc4e1155,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,33.15703411400318,0.0009962667122812,3.004691881836757e-05,0.0,545.9921508441562,70.0,0.0003350969325613,0.0011491659193367,0.001528172855506,0.0030124357074041,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,22,2025-09-26T16:19:00,codecarbon,e1052094-32a9-451f-abf2-452c0103fdf0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.90347951510921,0.000991421777701,3.0131213850675835e-05,0.0,0.0,70.0,0.0003323449033167,0.0011424775806432,0.0015229634777992,0.0029977859617592,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,23,2025-09-26T16:19:46,codecarbon,25296201-2eaa-4236-a2d4-c2c11c53c2eb,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.80121089890599,0.0009907561038228,3.020486368251445e-05,0.0,0.0,70.0,0.0003313812568102,0.0011431795256555,0.0015212123651186,0.0029957731475845,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,24,2025-09-26T16:20:31,codecarbon,6dfffea4-c19e-45d2-86fa-c0cb328d98bf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.64384492114186,0.000987406631061,3.024786551480977e-05,0.0,332.7313870786682,70.0,0.0003297496575198,0.001137744799081,0.0015181508093386,0.0029856452659395,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,25,2025-09-26T16:21:16,codecarbon,87480d71-f1d7-4585-b781-8bb10a215a2c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.69097707886249,0.0009866026133106,3.0179661223663944e-05,0.0,395.0522566719829,70.0,0.0003303429070009,0.0011335717401905,0.0015192994908675,0.0029832141380591,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,26,2025-09-26T16:22:01,codecarbon,3ae499ab-ef0f-4778-902f-59dc33f48420,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.47699559293687,0.000982012496827,3.02371718472832e-05,0.0,0.0,70.0,0.0003280690744618,0.0011263036788164,0.0015149621387659,0.0029693348920442,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,27,2025-09-26T16:22:46,codecarbon,f900b06e-c2e1-44de-a320-b637e75d4036,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.44602478761226,0.0009832046692752,3.0302777480791155e-05,0.0,471.6810518297598,70.0,0.0003277563626634,0.0011309128491703,0.0015142704808204,0.0029729396926543,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,28,2025-09-26T16:23:32,codecarbon,5bb39418-cc32-4d9a-848a-547dfbfed329,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.725168463774025,0.0009879999051403,3.019082716820956e-05,0.0,0.0,70.0,0.0003305701063137,0.001137100631908,0.0015197684248728,0.0029874391630946,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,29,2025-09-26T16:24:17,codecarbon,34e4c578-b395-4891-bbcc-1edbfeaabfa0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.27515469584614,0.000978291710616,3.031098440379981e-05,0.0,0.0,70.0,0.0003258700635075,0.0011213342304046,0.0015108799670473,0.0029580842609595,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,cifar100,train,30,2025-09-26T16:25:02,codecarbon,37b840b2-50f2-4c81-930c-ff1f419f8382,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,32.505790431052446,0.0009842331621545,3.027870262814256e-05,0.0,0.0,70.0,0.0003282144952352,0.0011326242394318,0.0015152108367338,0.0029760495714008,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,1,2025-09-26T16:27:05,codecarbon,f3d1d94c-9cf3-44c4-bf3e-ecb12a77b244,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.60481864400208,7.455820909317362e-05,1.6191345383446972e-05,37.1754099145,82.12386511495623,70.0,4.198080092132205e-05,0.0001045739725427,7.888868317628901e-05,0.0002254434566403,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,2,2025-09-26T16:27:57,codecarbon,d056a7b6-97f6-410a-ad2e-2b9267678e48,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.1100255101919174,4.759388746510132e-05,1.5303375264649944e-05,37.238667982,78.25787228150882,70.0,2.6660120269812456e-05,6.728977605519049e-05,4.996089010059627e-05,0.0001439107864255,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,3,2025-09-26T16:28:49,codecarbon,218028e8-fb29-46aa-bbb3-9e081c017440,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.994251436088234,4.5700176122559705e-05,1.526263812442671e-05,37.3098356875,78.46570700635263,70.0,2.5528570654002456e-05,6.490838526218567e-05,4.774776980953499e-05,0.0001381847257257,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,4,2025-09-26T16:29:42,codecarbon,3feffc3f-071d-4250-af89-2a115e7656ed,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.005491640884429,4.57969260105242e-05,1.5237748589128496e-05,37.3491759745,78.34197304393463,70.0,2.560966091827057e-05,6.502394090546204e-05,4.784366887373229e-05,0.0001384772706974,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,5,2025-09-26T16:30:34,codecarbon,f64381b2-8773-423d-b3da-4d81a6bbdfe7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.14606266701594,4.7950162615097176e-05,1.5241324693820611e-05,37.206613957,77.84481065267502,70.0,2.6937972725171505e-05,6.753727625152806e-05,5.0512815220281485e-05,0.0001449880641969,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,6,2025-09-26T16:31:25,codecarbon,e999e4c9-49a0-45ca-9936-b725f5369b0c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.4241967773996294,3.504182905069383e-05,1.4455026661772175e-05,37.133925607,74.36122234179238,70.0,1.952469380167064e-05,4.976115092603095e-05,3.667097966859325e-05,0.0001059568243962,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,7,2025-09-26T16:32:17,codecarbon,ae824508-731d-4d92-8616-99f0b7a013cf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.0482606450095773,4.705646903172693e-05,1.543715400740578e-05,37.317454228,80.3269157677942,70.0,2.6038582768102988e-05,6.756560960496927e-05,4.868158896246719e-05,0.0001422857813355,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,8,2025-09-26T16:33:07,codecarbon,808b7d6c-d681-4dc3-91a3-34265277810f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.249239502940327,3.166475601353456e-05,1.4077983234840349e-05,37.010657332,72.01224531475916,70.0,1.7681232953394566e-05,4.474809136212343e-05,3.3316162817128416e-05,9.574548713264642e-05,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,9,2025-09-26T16:33:57,codecarbon,911978a9-a6b7-4d33-88a1-9b456063d806,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.2634557969868183,3.18445910448304e-05,1.4069013888949322e-05,37.0247893525,71.57032651717307,70.0,1.7884693602973664e-05,4.469809130824842e-05,3.3706473746699184e-05,9.628925865792128e-05,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,10,2025-09-26T16:34:48,codecarbon,19c3dc62-ab05-45ad-a5b9-7a15e9c77c18,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.969242895953357,4.463217168274895e-05,1.5031499020701894e-05,37.4096537695,76.06852391976723,70.0,2.5324211563743216e-05,6.242116104715478e-05,4.721000230897012e-05,0.0001349553749198,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,11,2025-09-26T16:35:41,codecarbon,a58c3990-9b0b-431f-aef3-96909bc62179,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.034621066879481,4.610157149543259e-05,1.519187090559518e-05,37.24671304,77.52048904650849,70.0,2.589014246289507e-05,6.501005200476584e-05,4.849824013654143e-05,0.0001393984346042,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,12,2025-09-26T16:36:32,codecarbon,e2546141-b59d-42d7-b488-1e7dc36e377a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.900191026739776,4.390862027648584e-05,1.5139906258466471e-05,37.27356616,78.21923008730305,70.0,2.445577631103604e-05,6.251838334492277e-05,4.579339541055056e-05,0.0001327675550665,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,13,2025-09-26T16:37:25,codecarbon,1080419b-04df-43cb-862a-f4e9d6659882,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.9354944908991456,4.432893835824477e-05,1.5101012281125678e-05,37.28080058500001,77.33832591262977,70.0,2.4847530206867385e-05,6.266060568549392e-05,4.653034510427258e-05,0.0001340384809966,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,14,2025-09-26T16:38:15,codecarbon,37b8ea93-6a18-4c4d-90c6-e712b539c9c4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.239708663895726,3.2488143166460625e-05,1.450552194138995e-05,37.014184468,76.79316549851264,70.0,1.7597409310436365e-05,4.745087128554815e-05,3.318690214720038e-05,9.82351827431849e-05,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,15,2025-09-26T16:39:06,codecarbon,044b75f7-ff90-446c-9a09-6a3de53a81b0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.2403124519623816,3.284276224888509e-05,1.46599025596259e-05,37.0195898905,77.95748993330007,70.0,1.7684627158660778e-05,4.825837193322968e-05,3.336445393118387e-05,9.930745302307432e-05,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,16,2025-09-26T16:39:56,codecarbon,586ccda9-4e33-4c3f-8804-1379e5a3fbc0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.938589966390282,4.476968175330371e-05,1.5235089708108576e-05,37.42813160650001,78.59375833553925,70.0,2.499950919195746e-05,6.37892176982291e-05,4.6582440549456e-05,0.0001353711674396,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,17,2025-09-26T16:40:47,codecarbon,d51ddd5b-5a54-405a-b3a5-d63b0ca8882b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.940857321023941,4.568022727468416e-05,1.5532962768414525e-05,37.259890516,81.89916268312635,70.0,2.4923090537789625e-05,6.65389421214968e-05,4.666237325355825e-05,0.0001381244059128,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,18,2025-09-26T16:41:39,codecarbon,1c6efca7-9c60-4fc0-b647-565d19fc2739,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.89894713787362,4.450496932416404e-05,1.535211482221386e-05,37.341055936,79.86210212378654,70.0,2.458284163113252e-05,6.406088458987824e-05,4.59270238565902e-05,0.0001345707500776,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,19,2025-09-26T16:42:29,codecarbon,2ca4a7f8-9972-4441-bbec-44470ac9f5c5,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.886386105325073,4.434957322343936e-05,1.5365086861255028e-05,37.33311971350001,80.25310110717771,70.0,2.4445643763673494e-05,6.399866231276974e-05,4.56565690601969e-05,0.0001341008751366,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
resnet18,fashion,eval,20,2025-09-26T16:43:22,codecarbon,4d284e29-c79a-4089-82d3-9e29d2af608a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.923445908818394,4.466464121780549e-05,1.5278080255590624e-05,37.357508966500006,79.53449684438938,70.0,2.4739901746915763e-05,6.410477350016208e-05,4.62088785897423e-05,0.0001350535538368,Italy,ITA,tuscany,,,Linux-5.15.0-142-generic-x86_64-with-glibc2.35,3.10.12,3.0.4,96,Intel(R) Xeon(R) Gold 5418Y,1,1 x NVIDIA L40S,11.2516,43.7825,503.5681610107422,machine,N,1.0,MATLAB
